id,text,label
sample_00768,"Title: Looks very nice, not much protection
Review: This was good enough for my wife. She wanted more protection bit the lid covering is thin and floppy. It wouldn't offer much protection from a fall.",1
sample_02486,"Title: Not very stable!
Review: This table is just okay. I dont particularly like how thin it is. I get that it is suppose to be stored easily and sleek. However, it just is not sturdy enough for me. The lip on the laptop tray is not big enough so my laptop just slides right on off especially lying in bed. The legs are so annoying!! I spend more time adjusting and adjusting and adjusting to make sure both sides are lined up symmetrically and in the right position so that I'm comfortable and my laptop is stable. I dont have time for that when I need to be studying. I have barely used this since I got it and probably will just sell it and find something else to be honest.",0
sample_05715,"Title: Works differently, takes some getting use to!
Review: This works different then any I have ever seen in this type of nose / ear trimmer!<br />Does Not have a button to press for On and off.<br />You press the medal bar, then when you use this, it only stays on<br />When it’s touching your skin! Then it goes off when it’s not.<br />To me this is annoying, and my husband won’t use it.<br />This takes some getting use to!<br /><br />Does not come with the battery, but I don’t think any of these do!",1
sample_03678,"Title: Burning product (your eyes are important!!!)
Review: Not good at all . Too strong for your eyes it burn :( trashed right after two used ( I did give a second try) nope 👎👎👎 don’t try this product unless u love burning eyes I don’t have sensitive skin . So go figure. Don’t say I don’t warn you",0
sample_00090,"Title: Don't love it. The weight of my iPhone moves the light
Review: I've been using my iPhone as a webcam and I thought this light would be a clean way to mount my phone and light my face. For context, the light and my phone are just above my monitor (i.e., looking down at me). Unfortunately, the ""strengthened holder"" (which is holding my iPhone) begins to droop after a while, and that in-turn drags the light with it. I have tried tightening the various joints and repositioning the light, but inevitably it droops again.<br /><br />If I had the light directly in front of me, and not angled down, I think it might work better, but that is not possible given my desk setup. I'd pass on this.",0
sample_06757,"Title: Not a great value
Review: The color wasn't as pretty as advertised,and the material is more thin than I was expecting.",1
sample_06139,"Title: Pretty “Golden” Watch, Sized for Woman’s Wrist
Review: This TIMEX WOMEN’S CLASSIC DIGITAL MINI is a very pretty “golden” watch that is sized for a woman’s wrist.  I love the way it looks.<br /><br />It comes with the watch already running, so you’ll need to replace the battery sooner rather than later.  You’ll also have to grapple with the instructions for setting the time, which are only available online.  The instructions for the “Digital Mini” are the correct ones.<br /><br />The instructions could be clearer, although they do work.  They don’t tell you how to switch from 12-hour to 24-hour mode, if your watch gets switched to that by mistake (as mine did).  I fumbled with the Mode button until I finally got the mode switched back, though I’m not sure exactly how I did it.<br /><br />The buttons are hard to press--a real negative if you want to use the chronograph or calendar function a lot.  The hard-to-press buttons also make it hard to set the time.  You will probably find setting the time and date to be easier if you use something hard to press the buttons for you.",1
sample_04858,"Title: Perfect sunscreen stick to take on the go!
Review: This is an absolutely perfect sunscreen stick. First, it is a great size, easy for me to carry it in my purse at all times. Second it goes on light and smooth. Like most sunscreen, it does feel slightly greasy, but it does absorb fairly quickly. The fact that this is an SPF 50 makes it all the better (especially since I live in Florida and I am constantly applying some kind of sunscreen to minimize the impact of our super strong sun). I highly recommend this for all, even school age children since this will fit in a backpack easily.",2
sample_00151,"Title: Great sound, but...
Review: Was working great!<br />Easily connected to my phone and useful in my 2003 Jeep. The sound quality was amazing and 100% as if it was not a FM transmitter. But now after 6 months there is a frequency sound coming into it. Nothing has changed on my jeep, I drive the same routes and keep the same stations, but even if I switch stations the device is making a weird sound. It is actually getting louder day by day and noticeable through the music. Gonna start looking for a new one, but was great through the 6 months. (I've checked the stations and nothing has changed with the stations nearby either, so I know it is not another radio station frequency cutting in. I also do not have my antenna on my jeep since my last FM transmitter worked better with my antenna off)<br /><br />I've found all the FM transmitters I've bought on Amazon eventually die after 6 months. So this being my fourth, I am not surprised.",1
sample_08415,"Title: Not embroidered
Review: was not embroidered",1
sample_04169,"Title: Good quality
Review: On time, good quality,  just what I was looking for.",2
sample_03577,"Title: Works fine.  Hard to use
Review: This is pretty hard to use but it does a good job.  This reason I gave it only one star is because of the location of the on/off and the heat adjuster buttons.  As I was using the waver, I kept hitting the buttons either changing the setting or turning it off.  It just made it a hassle to use.",0
sample_00783,"Title: Feo
Review: Feo",0
sample_04498,"Title: Lovely metal case
Review: I like the easy way I can use these. And because they are in a case they are easy to find.",2
sample_05800,"Title: natural nail files
Review: UPDATE BELOW  These are great if you have natural nails.  The older I get more I file my nails.  These work very efficiently.  You get 10 of them so you can put one everywhere including your purse and travel kit.<br />8/2022 - I have purchased these multiple times.  The edges are sharper - so file them down a bit before you use them.  There is a coarse/fine side.  They are a good disposable file.",2
sample_03066,"Title: Looks great
Review: I am waiting till next halloween to blow it up so since I will not know till then if it blows up all I can say is it looks great.",2
sample_06337,"Title: Good for the price.
Review: They are not flexible at all - not the Bandolino quality I expected, but kept for the price.",1
sample_07637,"Title: Five Stars
Review: Very comfortable shoe for my feet.  Very happy to have a pair in white for the summer.",2
sample_01049,"Title: Two USB drives failed to work.
Review: First item failed to work  a replacement was sent and it failed to also work.",0
sample_03553,"Title: mink fur eyelashes
Review: These are actually pretty easy to use.  I need to trim a tiny bit off as they fit my eyelash line a bit better than way... I can wear them about 3x before they are done.  No glue... so you'll need to buy some.  I buy LashXO adhesive.  Works well, washes off easily. I will buy these again.",2
sample_04351,"Title: more for large surface area.
Review: very light, but not sure the hair actually drops into the small 'bucket' created unless you go every slowly.  the trainer is too wide for lower extremities,  good for other surface areas.  it has a fan button and I really dont know what this is for?!  okay, but not great.",1
sample_04710,"Title: On the other I used my favorite, cheap
Review: I applied the mascara and primer as directed, on one eye. On the other I used my favorite, cheap, drugstore brand in the  &#34;pink and green&#34; container. You could not tell the difference!!! I am so upset that I spent so much money on this gimmick. Also, the next day, despite two face washings, I was constantly picking little black specks from my face left from the tiny fibers that are in the mascara.",0
sample_04391,"Title: Barely any scent when dry; no scent in the shower; dissolves like a bath bomb but takes longer
Review: There are 12 steamers in this package in 6 scents of Jasmine, Lavender, Rosemary, Orange, Vanilla, and Rose. Each tablet is half the size of a hockey puck. I elevated this tablet in the shower and let the steam and water droplets hit it. It slowly dissolved and leaked a pale green color all over my tub that (thankfully) washed away with little effort.<br /><br />I have the nose of a bloodhound and I could not detect any scent. I could barely detect the scent before I put it in the shower. I then decided to dissolve this in the bottom of my shower as if it were a bath bomb. I still barely detected a fragrance. Why anyone would use something like this is beyond me, especially when very little fragrance is present. I already wash my hair and soap up my body with very fragrant shampoo and bath soap, so there is no need for a steamer in my shower.<br /><br />Nevertheless, this lasted two showers but did nothing for me.<br /><br />At the current price of $15.99 for 12 tablets, this comes to a reasonable $1.33 per steamer if they worked.",0
sample_04247,"Title: Greasy and ONLY sunscreen
Review: I probably won’t use this long enough for a review on its effectiveness but it’s SO GREASY looking on my skin. It’s not a “glow” - it just always looks like I just ran a marathon<br /><br />Also the product mentions none of the main ingredients advertised on this page. All it says on the bottle is that it’s sunscreen",0
sample_02184,"Title: Three Stars
Review: Still not sure if this item works as advertised, the signal seem kind of weak",1
sample_05468,"Title: great for droopy eye lids
Review: I don't know what the bad reviews are about. I am 50 years old with hooded eyes and these stickers did wonders for my crease. I even applied sticker on moisturized eye lids and the stickers don't fall off. I accidently bought size small but they still work. Next time I will order medium",2
sample_03284,"Title: Cheap brush that doesn’t work well
Review: I gave this 3 stars because my 5 year old likes the look of it and thinks it’s her special brush and likes using it. But overall it’s a very cheap feeling brush that seems like a toy. It’s not very comfortable for an adult to use. Very small for your hand and doesn’t have long enough bristles to get through hair well. The comb is nice and the hair ties are nice. I would recommend a different brush though. It doesn’t detangle well on wet or dry hair. Wet brand brushes are much better.",1
sample_07512,"Title: Great t shirts
Review: These are great!!! I like the length that keeps them tucked in, and the material is soft,breathable and extremely comfortable. Very happy with this purchase",2
sample_03962,"Title: Straight Edge Razor Blades Disposable
Review: Lamoutor 100Pcs Single Edge Razor Blade Steel Industrial Disposable Straight Edge",2
sample_03857,"Title: Lightly moisturized my body in the shower but this causes the tub floor to become dangerously slippery
Review: I purchased a bottle of Nivea body wash and a sample of this &#34;in-shower body lotion&#34; was attached. As instructed, I rubbed it all over my body and rinsed off. It left my skin feeling nice and smooth and somewhat moisturized. However, as the lotion is rinsing off, the bottom of the tub or shower gets very slick. I would never purchase this because of that as it can cause a serious fall. Also, I find moisturizing outside the shower with a regular moisturizer to provide better results. If it did not make the shower slippery, I would have rated this 4 stars.",1
sample_04080,"Title: Great toning water. A must have for your daily skin regimine.
Review: I love this. A quick spritz in the morning and evening on freshly washed skin keeps my skin looking optimal and feeling great. I use this before applying my hyaluronic acid serum and it preps my skin like a toner and allows all my other beauty treatments to quickly absorb and optimize their impacts. I have been using this now for almost a month and it is great for my 60 something year old skin. I highly recommend!!!!",2
sample_00440,"Title: Quality
Review: Frigerator using purposes",2
sample_08284,"Title: Great look
Review: I love wearing this hat with boots, skinny jeans and turtle neck.",2
sample_07148,"Title: Not the suit for me.
Review: Well, at least I got a good laugh!  Using seller's size chart, I bought a size 5X(!). It didn't mention that I would have to be over 6 feet tall in order to fit into this swimsuit.  The crotch landed between my knees, and if I pulled it into position I had a huge roll at my midsection.  It reminded me of the swimsuits of the late 1920's.  I would give this one star for pure entertainment value.",0
sample_06791,"Title: material is very nice, fit of the shirt is Goofy!
Review: The material is so nice , I wish I could say that about the fit of this shirt!<br /><br />The arms are sewed to low, under the arm, or big, or something, it just does Not fit like a shirt like this should.<br />I’m a Women, and wear a women size 10, and it fit me Odd. My son wears a medium to a large depending on the shirt, but he is Slim, 5’11, about 150lbs, and he could not wear this...At this point My husband didn’t want to even try on this shirt.<br />In this type of shirt my son would wear a medium slim, but the arm holes are sewn to large and Gooffy he could not move right, if that makes sense!<br />What a shame cause the material is so nice.<br />The shoulders are wide enough though!",0
sample_08283,"Title: Runs small.
Review: Super soft. Runs small, but not worth returning.",1
sample_03929,"Title: The set looks nice.
Review: The set looks nice and would make a nice gift.  I don't like the smell of the bathbombs.  When I opened the box, I immediately closed it.  I don't know if I got a bad batch or if they are all like this.",1
sample_08610,"Title: Shoes are a little narrow, but fit well otherwise.
Review: These shoes are a little narrow, but fit well otherwise.  They are cute on. I think they are a little high for walking shoes.",1
sample_03752,"Title: Florida humidity has nothing on this Frizz Fighter Revlon hair dryer!
Review: I live in Florida where the humidity during the summer wreaks havoc on my hair. I even splurge twice a year (at least) to get Agave treatments to help with the frizz. Although the Agave treatments really help, I often need more than the strong conditioners. When I first saw this Frizz Fighter hair dryer I must admit I was skeptical. However after using it for 3 weeks now I can honestly say that my hair looks so much better and I get less frizz and flyaway hairs and helps the Agave in my hair stay sealed in and makes my hair more manageable. On top of the way this dryer works, I love the styling of the dryer itself. It looks wonderful on my bathroom counter with its sleek smart styling and beautiful red color. In addition, it is a powerful drying mechanism and is relatively quiet considering. I highly recommend this dryer to assist in all your hair needs.",2
sample_03804,"Title: Nice make-up application set but too expensive & finger holds too tight
Review: This set comes with a sponge and brush head as well as one base applicator these go into. It also comes with instructions and a cloth case.<br /><br />I love the sponge and brush. They apply foundation and blend well. However, I have three issues with this set. First of all, the applicator arm is cheap plastic, so I do not understand why two of them were not included as I have to keep switching sponge and brush heads.<br /><br />Second, the applicator finger holes are tight. I am able to fit two fingers into it but only at the tip which makes application uncomfortable after a while.<br /><br />This is a nice set with a giftable box, The current price of $39 is way too expensive for this-- about $27 too expensive in my opinion.",1
sample_08184,"Title: Nicely made, comfortable
Review: These are very pretty and comfortable. The leg opening felt tight at first but stretched a bit with wear.",2
sample_00796,"Title: which is not good enough for me I went back to Logitech
Review: What can I say you get what you pay for. It lasted awhile, which is not good enough for me I went back to Logitech, which I used previously, last a long time, wonderful designs. You actually can use your old mouse or any previous product with the new you order. I will never understand why some company skimp over a few dollars. In the end I will never purchase it again, because I trusted them to get something great. Design is no good for a board.  I must say Microsoft which my children have, looks great and they so not mind. Well I am sold now on Logitech, why switch when something is great quality. To me on a computer like a car is important. Maybe because I was raised in Germany, I expect quality. I say go a head and buy it, but be sure to know, in a few months you have problems.",1
sample_08115,"Title: Small fit but nice and soft
Review: Cut narrow so feels small for a 2x",1
sample_04842,"Title: Hard Worker's Choice
Review: When in construction in South Florida ClubMan helps alleviate the inevitable chafing.  My husband has tried others but ALWAYS goes back to Pinaud.  Also the 3 pack is a great price.  shipping was faster than projected.  GREAT DEAL ALL THE WAY AROUND.",2
sample_03657,"Title: Fragrant steamers when dry; subtle fragrance when wet; lasted entire shower & left no stains
Review: There are 12  sweet orange essential oil shower steamers in this package along with a plastic cutter for the wrappers. I love the aroma when dry as it is intense.<br /><br />I put this in the shower away from the full stream of water at first and barely detected an aroma. After a few minutes in the shower of being outside a direct stream of water, hardly any scent was generated so I put it almost in a direct stream of water. It lasted the entire shower but the fragrance was subtle and it was only noticeable when the shampoo, body wash, and soap that I used in the shower were unscented. If my soaps had a fragrance, then I smelled nothing.<br /><br />One thing I love is that it did not stain my tub. The orange color just washed away.<br /><br />The current price of $16.19 ($17.99 minus 10%)comes to $1.35 per steamer which is very reasonable. The performance is average. I was surprised since others rated these so highly.",1
sample_08445,"Title: Long chain for maybe bigger ankles
Review: This anklet is beautiful, but was too long so I have a lot of extra dangle after I fasten it (and I’m not referring to the butterfly dangle, I mean where I have to hook it closed). Aside from that, I love it!",1
sample_02391,"Title: Comfortable, Works Well (Update 12-19-2017)
Review: Bought this for the rare phone call to thr county or government where I'd need to keep my elbow painfully bdnt while being on hold or transferred from person to person endlessly. I figured on these rare occasions a  headset would be just the thing to ease my elbow pain (arthritis). A bit cheap but works okay. Sill have to see about longevity.<br /><br />Update - 12-19-2017: The pair I bought this spring got stepped on and the plug was bent beyond repair. I ordered another set and they arrived promptly. In less than a year it feels like they changed the design for the worse and sadly raised the price. I wish I'd saved the old set to compare because these feel far more fragile and fit my head poorly. They still work for those rare times when I need to be on the phone for a long period of time and I want to spare my elbow the arthritis pain. I'm less impressed with this pair than the last but I guess they'll do for the little I need them I really didn't want to spend big bucks on a better set for the infrequent use they get. Hope these last.",1
sample_06946,"Title: Beautiful, plush fleece robe!
Review: This is a super comfy fleece robe. I love the hood (I never had a hood on a robe before) and wearing it after a shower makes me feel warm and comfy. I also love just lounging around the house in this robe at night when there is a chill in the air. It's also super cute and looks great on. I wear a size large in most clothes (I am 5'7"" weighing about 155 lbs) and this is a perfect fit for me. Would make a great gift for the holidays for the woman you love in your life (especially if they feel chilly in A/C or live in cooler areas of the country).",2
sample_00543,"Title: Said it was refurbished, wasnt
Review: I bought this because it said it was refurbished and that they were refurbishing it to make it look brand new out of the box. However, when I got it, I opened the box and all I could smell was cigarette smoke. I knew it came from a smoker's house immediately, and when I opened up the disc drive, I saw that all the plastics were completely yellowed from the smoker. The disc drive itself was broken, and it didn't even fit in my model anyway even though they said it did. I was able to take apart my old disk drive in the one that I had bought, and used some parts to fix the existing one in my PlayStation, but listen to me when I say DO NOT BUY THIS",0
sample_05668,"Title: STUNNING clips that do not stay in my hair well; best for someone with thick long hair; odd closure
Review: These clips (3 of them) are absolutely stunning and perfect for an elegant outfit. Unfortunately  I have short to medium fine curly hair and this barely works in the back center of my head if I roll my hair up into a knot. This is definitely for someone with long thick hair. Note that the clips have an odd but easy closure via an S hook in the back.<br /><br />The current price of $13.99 comes to $4.66 per clip.",1
sample_08686,"Title: One Star
Review: Cheap",0
sample_06782,"Title: TOO Big to look real
Review: I called the company before buying these earrings. As I did not want them to look Too big!<br />I was told there about .85pt each.<br />To me they look fake, and look larger then 1 Ct. each. About 1.25ct. each.<br />They also looked glassy.<br /><br />Seem to be made well, and the setting is nice looking.<br /><br />That said, I sent them back.",1
sample_03230,"Title: Not pink but it’s milky; absorbs well but can get messy
Review: There are five 27g (0.952 ounce) packets in this set. The packet tops will break off easily and mess up one's purse if care is not taken with these. Once the packet top is broken off, the opposite side of the cap is screwed on to keep it fresh and mostly safe from leakage.<br /><br />The white (not pink) milky hand cream absorbs quickly. It is a lightweight cream and just an okay moisturizer. The fragrance is okay. The best feature of this set is that it is portable. However, I recommend the cap be screwed on correctly before traveling with this.<br /><br />I have no idea how much this will cost but I would hope this would be less than $1 per packet.",1
sample_03979,"Title: Great exfoliating aid, really works well.
Review: I typically use an exfoliator (sugar based) for my face and a stronger one for my body. I never used a cotton pad to assist in the exfoliating, so I was interested in how these would work. Surprisingly, these are great. Instead of using my fingers to massage, I use these and they work really well, giving me the extra exfoliating I need. I do not use them every day as I am afraid of it being too strong a mix, but twice a week is working well for me.",2
sample_01592,"Title: and my friend is very happy with it's operation
Review: I got this as a gift, and my friend is very happy with it's operation.",1
sample_05691,"Title: Smells like candle wax, has a moderate lather; is moisturizing
Review: I am actually disappointed in this bar of soap. This is a small 3.4-ounce bar that is supposedly in a calming lavender fragrance. I do not smell lavender. Instead it smells like plain candle wax to me. The lather is moderate and I like a lot of suds. The best thing about this is that it is very moisturizing. For that it gets 5 stars.  The current price of $5.99 ($6.99 minus $1) is expensive but competitively priced for this. Unfortunately, this is not a bar of soap I would order again. I prefer a high lather and a good fragrance, which this does not have.",1
sample_05472,"Title: Disappointing, especially for the price
Review: I bought the small ones, since my hair is just above my shoulders, but my hair isn't thick (or long) enough for the rollers to stay in.  I think they'd be great for longer, thicker hair though.",0
sample_05443,"Title: Two Stars
Review: Pulls hair",0
sample_06036,"Title: Broke within a month.
Review: My son loves the design and the weight of the buckle. However not even a month of him using it the hook broke.",0
sample_01620,"Title: Great picture
Review: Amazing picture and ease of use",2
sample_03254,"Title: Not a luxury shower cap but a nice one; tight like a bathing cap; runs a bit small
Review: This is an unusual type shower cap in that it is more like a swimming cap style with a bit of a bouffant of a chef's cap as is shown on the model in the Amazon photo. It fits well over my head even though it is not as attractive on me as a regular shower cap. However, it does run on the small side.  The elastic stays in place and is very comfortable around my small head. I love how gentle it grips my scalp. There is a loop on the outside (as seen in one photo) where this cap can be hung from.<br /><br />Both the exterior and interior are waterproof. This cap does run small so this is not for large heads. Coverage is good but my favorite caps are the typical ones that are fully bouffant style. The current price of $19.99 is way too expensive for this cap as it is definitely not a luxury cap. This is not a cap that will last more than six months.",1
sample_05268,"Title: Yes!
Review: Sturdy and so comfortable!",2
sample_08592,"Title: Poor Quality
Review: The fabric was very thin and seemed ""cheap"".  I sent it back.",0
sample_08463,"Title: Crummy Product
Review: There is a reason these panties are so inexpensive -- they are crap. Cheap flimsy material and lousy elastic. Hanes does make a much superior woman's underwear product but expect the pay a lot more for them. Don't waste your money on these!",0
sample_07327,"Title: Five Stars
Review: Looks beautiful on my granddaughter",2
sample_03443,"Title: So small
Review: Just received today, could they be any smaller? For teen stocking stuffer more like for an ELF's. Hope they work as well as other reviewers claim.",1
sample_06149,"Title: Two Stars
Review: Cant have a chest to wear this..",0
sample_03930,"Title: Started  to chip and peel  in 3 days !
Review: This bonder base coat worked pretty good at first.<br /> I put it on over just Washed nails using a nail  brush first.<br />I put the bonder on under my nails, over the top, and edge of my nails.<br />Waited for the bonder to almost dry. Then I put on<br />Two coats of my opi polish, then put a opi fast drying top coat.<br />Under my nails, over top, and tip again .<br /><br />I use opi top coat every night this way, and my manicure will last<br />A little over a week and has a fresh shine. My finger nails grow fast.<br /><br />I usually garden everyday but usually forget garden gloves, cook every night, clean etc,<br />And this worked ok at first!<br />I normally use a different bonder, it’s not Opi, but this Artistic bonder is chipping faster after using it a few times.<br />It is a little  better then other  base coat bonder I use to use, I’m picky.<br /><br />Btw, I use to own a large beauty supply house, and hair salon, and put on bonders and<br />top coat this way makes a big difference.l, but not with this bonder.",0
sample_00961,"Title: Packaging Issue
Review: This stickers worked well. The 3 stars is for the condition it arrived in. It came in a small zip bag which had some sort of residue on it. I had to disinfect throughly and wipe clean all the stickers. The residue was on the outside and inside of the bag. I was going to give it to my kids for individual use but because of this I made them into a poster for their birthday.",1
sample_08977,"Title: Phone doesn't fit
Review: I was disappointed that this perfectly attractive and well made bag doesn't work with my phone.",1
sample_08064,"Title: Attractive scarf, covers shoulders, but it is a bit thin and a tad scratchy
Review: This is an attractive pashmina shawl wrap. It is a bit thin and fragile. It is also a tad scratchy. If it was not so scratchy and fragile, I would have rated this 5 stars.",1
sample_04298,"Title: Not worth the price
Review: Small bottle and not worth the price...",0
sample_06739,"Title: Very small posts
Review: They are small and easy to fall out of nose",0
sample_04051,"Title: This lavender honey soap lathers and moisturizes well but the scent is off-putting to me
Review: This Shea butter lavender honey soap moisturizes and lathers well but I hate the scent. I do not detect the lavender but do detect the honey scent. The combination is just awful to my senses. The scent is the reason I rated this two instead of five stars as it is a five-star soap in every other way. It also mildly exfoliating.",0
sample_05479,"Title: Has Acetone, hard to take my polish off with this., pricey.
Review: I use a base coat, then two coats of Opi polish, and Opi RapDri top coat every night, and my polish stays fresh and shinny for<br />Over a week.<br />That said if I don’t have  a acetone in my polish remover it takes forever to get my polish off.<br />This Mountain Falls does have Acetone in it, but not much, seems like this is watered down.<br /><br />My other polish remover is a larger bottle, does have acetone, plus other things in it, is 1/2 the price, takes the polish off in less time, and I think my nails are in better condition.<br />Although this  does take my polish off easier then targets Acetone polish  remover, but that is only a dollar or two!",1
sample_03051,"Title: They were all damaged and unusable. Second package like this.....
Review: I bought this from a store and it was amazing however the 3 purchased from Amazon were all damaged so I just lost $$$.",0
sample_00328,"Title: hardcase for hotspot
Review: This is a hardcase for your hot spot - it is exactly as portrayed.  Zipper closure with wrist strap.",2
sample_04277,"Title: Handle is to large to grip
Review: Did a great job on my hair and flexible bristles did not hurt my scalp, but the handle is so large that I have a difficult time gripping it.",1
sample_07853,"Title: Nice slippers
Review: Nice color, but look and feel cheap compared to Isotoner brand that I as replacing",1
sample_08221,"Title: Not as cute as I thought. The rips at the bottom look like rips, not intentional
Review: Not as cute as I thought. The rips at the bottom look like rips, not intentional<br /><br />I thought the rips would look like it was made this way, but it really just looks like the sweater is ripped all along the bottom.  Other than that, the sweater would be adorable!",1
sample_04533,"Title: Terrible they caught and snagged everything
Review: Yeah not a great design the charms got caught and pulled off right away even snagged my clothes",0
sample_01876,"Title: Three Stars
Review: Flimsey quality. Battery died completely. Bought a replacement battery. Tore up the headphones trying to replace dead battery.",1
sample_05952,"Title: Came BUSTED OPEN
Review: this is something that’s going to be used in my body. All over my skin, which is sensitive and porous. The fact this is OPEN is UNACCEPTABLE, I don’t know how someone could have packaged this and thought it would be okay. Anything could’ve gotten in to it. This isn’t sanitary or sterile.",0
sample_04945,"Title: Great light Great Price
Review: I love this portable light.  It is perfect and does not take up a lot of space.  Motion detection when you put your hand under it with a 30 second and 60 second option.  The only light you will need at a great price.",2
sample_03981,"Title: to messy to carry
Review: I will start buying the correct sizes which Amazon carries but will travel on longer trips with regular sizes which I will not carry on and carry in my suitcase. I would not buy it again, to much waste and clean up if you get home.",1
sample_08734,"Title: Good
Review: These are good except the logo on the back is silly and not a huge fan of the lines around the butt, but they are really comfortable and fit well. I normally wear a medium is athletic shorts and these fit great. Prob wear with a longer shirt to cover the logo and seams.",1
sample_06069,"Title: Cute But Runs Small
Review: This is a cute swim suit bottom, but unfortunately it runs on the small side. I ordered this for my teen daughter. She wears a size 8 in jeans, or medium in leggings/underwear/sweats. This is a large which should have been a little big on her. Instead it was too tight in the hips. The white is not transparent, which of course was a worry of mine. It's heavy enough that it's not see through at all. Construction is good.",1
sample_01334,"Title: Don’t buy
Review: Not worth the money!",1
sample_05790,"Title: Orange/Regular fit
Review: OMG my favorite headband ever!!! I have waisted a lot of money over the years on hair accessories.  This one is perfect.  I can not stand any pressure on my head and after about an hour will have bangs in my face because i have to take other headbands off.  Not this one!  I ordered more in each of the colors!",2
sample_05386,"Title: Cute But Impractical
Review: This lipstick case is darling! I really do like the kitty design. However, when I ordered this, I thought it was a universal lipstick case, but it's not. It's designed to fit the Paul & Joe lipsticks and only ones from 2017 or newer. Well, of course I ordered one of their lipsticks so I could properly try out this case. It does fit the case, but it does come out a little too easily. The case is cardboard and will not last long term. It reminds me a lot of the Tarte lipsticks. Their lipsticks are in a similar tube type container, but you don't have to purchase theirs separately. So while I do think this is cute, I also think it's very impractical.",1
sample_07054,"Title: Good for running in mild temps
Review: I am 5'1"" 105 lbs and ordered an xs short. Thank you under armour for selling petite sizes!! They fit great, next to skin but not restrictive. These are lightweight leggings for warm weather, we still have some 50s + 60s days and these are perfect. No issues with chaffing or discomfort, at least not at a 5k distance. Not see through.",2
sample_08109,"Title: Nice overnight, standard duffel bag
Review: Nice lightweight duffle bag. Nothing fancy, but a good bag to use to carry shoes/clothing or any other items. Wish it had more storage and pockets. I like the luggage by-pass which makes it easy for me to use while going through the airport by attaching it to my roll on luggage. Not sure how long this bag will last, stitching is not that tight. If it was  my son using this to the gym I don't think it would last that long. However, it is good for an overnight bag (just not heavy duty usage).",2
sample_01884,"Title: Two Stars
Review: Cords broke quickly and one only worked for a week.",0
sample_08761,"Title: Runs a little large and long!
Review: Bought this for my average sized 9 year old son and it arrived on time, nice and clean, but was waaaaay to big. The XS was more like a M-Lg!! Needless to say, it didn’t fit, so be aware of the size issue. Otherwise it looked nice and the packaging was also good.",1
sample_06350,"Title: Very pretty
Review: Nice value for the money",2
sample_06505,"Title: Not an adult backpack!
Review: This bag is for a child.",0
sample_04249,"Title: darker colors better for me
Review: It's a good pink tint.  I have just begun using them, so I can't really say if it's helping my lips to be softer, less dry.  But I can say that the color doesn't last for &#34;8 hours&#34;... it's not a stain.  There is a slight fruit punch odor, but it's not strong.  I prefer the darker colors because I feel the lighter ones sort of wash out my lips.  Honestly, these remind me of the &#34;tinker bell&#34; glosses you used to get when you were a preteen years ago.. and that's gotta date me!  Hope this helps.",2
sample_05202,"Title: Does not secure as advertised
Review: It keeps falling off the wall, so I can only put it up when I use it and have to remember to take it back down. Very disappointing.",0
sample_05457,"Title: Disappointed
Review: After several days with product, I got rid of the beard.",1
sample_06934,"Title: Small in the waist
Review: I'm 5'3 170lb apple shape and it was super tight muffin top in the waist. Didnt fit my shape.",1
sample_06305,"Title: Thin Material
Review: I love wearing light weight quarter zips. This one is even lighter than I expected. The material is practically see-through. I ordered this for my self, but it was a little on the tight side. I wear women's XL, so often men's L will work fine. This is more of a fitted style shirt. It fits me, but it is too snug to wear. Overall, it's just okay in my opinion.",1
sample_05223,"Title: Bath bomb is irritating and left my skin itchy
Review: [[VIDEOID:5f7f9f4edb46825585073574c310b95d]] There is one large individually wrapped bath bomb in this set that can be broken into eight individual pieces. The fragrance is subtle but nice. I used one piece in a foot bath and the suds lasted over 10 minutes. I loved everything about this except that this left my feet very itchy.<br /><br />There was no color bleed, which is great also. The current price of $8.99 comes to $1.12 per bath square which is reasonable. If this did not cause my feet to itch, I would have rated this 5 stars.",0
sample_05979,"Title: Clean up is a breeze! I love these makeup remover pads!
Review: To be honest, I have never used eye makeup remover pads before. Typically, I use a gentle cleanser and a washcloth and just hope for the best. But usually, I get little of the mascara that is on my lashes and through the day I start to see little black specs on my skin. I was really pleasantly surprised with these Kleenex removers. First, they are soft (not like a washcloth) and they smoothly remove all my eye makeup with no residue. I am sold and will be keeping these on my bathroom counter permanently now. And on top of it, the little dispenser is so cute it looks great there as well. If I had any complaints at all it would be with the size of the pads. Wish they were a little bigger. But all in all, great product!",2
sample_08653,"Title: Price
Review: Won't buy!!! $95.00 for a tank top???? Shameful!!",0
sample_07523,"Title: Worst bra ever
Review: This bra is the worst fitting bra I've ever worn. It has zero support, the lace fabric is rough and extremely iritating to the skin, and the back keeps rising up.<br /><br />I absolutely DO NOT recommend this bra.",0
sample_08505,"Title: Comfortable skort. Not too short
Review: Comfortable skort.  Not too short, looks like a skirt and washes well.  Material is light-weight, construction is quality and I wish that this was sold in other colors because I would purchase more.",2
sample_04727,"Title: no great for my hair type
Review: I found that this product works well when my hair is a a shorter length. As it grows, it really doesn't hold a curl but does make my hair softer and less frizzy. My hair is fine, wavy and longer in length. This product would be great for thick tight curls. I have noticed that my waves are less defined at the summer heat is approaching. You have to use a lot of product.",1
